,narrative,drafting
2161,proofing book of authority re: motion to strike,0
2162,briefing factum re: disqualifying expert,1
2163,reviewing motion record re: enforcing foreign judgment,0
2164,discussing motion record re: refusals,0
2165,addressing factum re: enforcing foreign judgment,0
2166,analyzing book of authority re: motion to strike,0
2167,considering compendium re: injunction,0
2168,writing notice of motion re: motion to strike,1
2169,finalizing compendium re: enforcing foreign judgment,0
2170,preparing notice of motion re: summary judgment,0
2171,briefing order re: disqualifying expert,1
2172,revising notice of motion re: refusals,1
2173,attending to factum re: disqualifying expert,0
2174,considering affidavit re: motion to strike,0
2175,addressing compendium re: injunction,0
2176,addressing memo re: injunction,0
2177,briefing memo re: motion to strike,1
2178,editing affidavit re: summary judgment,1
2179,attending to motion record re: refusals,0
2180,preparing memo re: injunction,0
2181,revising motion record re: injunction,1
2182,analyzing factum re: refusals,0
2183,preparing memo re: enforcing foreign judgment,0
2184,proofing affidavit re: refusals,0
2185,researching affidavit re: enforcing foreign judgment,0
2186,preparing memo re: motion to strike,0
2187,discussing notice of motion re: motion to strike,0
2188,addressing factum re: refusals,0
2189,analyzing motion record re: injunction,0
2190,finalizing book of authority re: motion to strike,0
2191,attending to memo re: motion to strike,0
2192,editing memo re: summary judgment,1
2193,revising memorandum re: refusals,1
2194,discussing compendium re: motion to strike,0
2195,attending to book of authority re: disqualifying expert,0
2196,addressing affidavit re: refusals,0
2197,analyzing notice of motion re: enforcing foreign judgment,0
2198,reviewing order re: injunction,0
2199,addressing affidavit re: summary judgment,0
2200,analyzing analysis re: injunction,0
2201,addressing notice of motion re: disqualifying expert,0
2202,finalizing analysis re: disqualifying expert,0
2203,analyzing memorandum re: injunction,0
2204,editing notice of motion re: enforcing foreign judgment,1
2205,addressing memorandum re: enforcing foreign judgment,0
2206,addressing motion record re: refusals,0
2207,editing memorandum re: summary judgment,1
2208,briefing memo re: refusals,1
2209,proofing affidavit re: refusals,0
2210,attending to order re: disqualifying expert,0
2211,considering motion record re: injunction,0
2212,reviewing compendium re: disqualifying expert,0
2213,revising order re: summary judgment,1
2214,addressing factum re: disqualifying expert,0
2215,discussing affidavit re: injunction,0
2216,editing analysis re: injunction,1
2217,addressing analysis re: summary judgment,0
2218,writing motion record re: disqualifying expert,1
2219,attending to order re: motion to strike,0
2220,preparing affidavit re: motion to strike,0
2221,briefing notice of motion re: motion to strike,1
2222,preparing notice of motion re: enforcing foreign judgment,0
2223,briefing book of authority re: summary judgment,1
2224,briefing affidavit re: summary judgment,1
2225,proofing compendium re: disqualifying expert,0
2226,revising motion record re: disqualifying expert,1
2227,addressing book of authority re: disqualifying expert,0
2228,addressing memo re: summary judgment,0
2229,attending to notice of motion re: injunction,0
2230,addressing memorandum re: disqualifying expert,0
2231,reviewing memorandum re: disqualifying expert,0
2232,considering analysis re: summary judgment,0
2233,considering compendium re: summary judgment,0
2234,addressing order re: summary judgment,0
2235,revising compendium re: injunction,1
2236,addressing factum re: disqualifying expert,0
2237,discussing notice of motion re: injunction,0
2238,proofing motion record re: injunction,0
2239,drafting book of authority re: motion to strike,1
2240,writing analysis re: injunction,1
2241,editing analysis re: disqualifying expert,1
2242,attending to memorandum re: disqualifying expert,0
2243,proofing factum re: refusals,0
2244,analyzing memo re: enforcing foreign judgment,0
2245,reviewing factum re: motion to strike,0
2246,finalizing book of authority re: summary judgment,0
2247,researching order re: motion to strike,0
2248,writing memo re: disqualifying expert,1
2249,editing notice of motion re: enforcing foreign judgment,1
2250,editing affidavit re: refusals,1
2251,considering factum re: summary judgment,0
2252,drafting analysis re: enforcing foreign judgment,1
2253,writing order re: injunction,1
2254,discussing memo re: injunction,0
2255,writing motion record re: motion to strike,1
2256,discussing analysis re: injunction,0
2257,writing analysis re: summary judgment,1
2258,preparing compendium re: injunction,0
2259,researching analysis re: refusals,0
2260,researching memorandum re: disqualifying expert,0
2261,writing memo re: injunction,1
2262,editing analysis re: enforcing foreign judgment,1
2263,writing memorandum re: injunction,1
2264,attending to motion record re: refusals,0
2265,considering factum re: summary judgment,0
2266,writing analysis re: enforcing foreign judgment,1
2267,proofing book of authority re: disqualifying expert,0
2268,editing factum re: motion to strike,1
2269,researching compendium re: enforcing foreign judgment,0
2270,researching order re: enforcing foreign judgment,0
2271,preparing affidavit re: motion to strike,0
2272,researching compendium re: motion to strike,0
2273,proofing order re: disqualifying expert,0
2274,attending to memo re: summary judgment,0
2275,analyzing memorandum re: summary judgment,0
2276,proofing book of authority re: enforcing foreign judgment,0
2277,editing analysis re: enforcing foreign judgment,1
2278,addressing factum re: summary judgment,0
2279,drafting book of authority re: motion to strike,1
2280,writing memorandum re: enforcing foreign judgment,1
2281,briefing order re: refusals,1
2282,preparing memorandum re: motion to strike,0
2283,editing motion record re: motion to strike,1
2284,finalizing analysis re: injunction,0
2285,discussing affidavit re: enforcing foreign judgment,0
2286,analyzing notice of motion re: injunction,0
2287,researching order re: summary judgment,0
2288,addressing compendium re: enforcing foreign judgment,0
2289,analyzing order re: refusals,0
2290,finalizing compendium re: enforcing foreign judgment,0
2291,proofing compendium re: enforcing foreign judgment,0
2292,addressing book of authority re: motion to strike,0
2293,briefing memo re: summary judgment,1
2294,preparing memo re: enforcing foreign judgment,0
2295,addressing memorandum re: motion to strike,0
2296,finalizing factum re: summary judgment,0
2297,attending to motion record re: summary judgment,0
2298,considering notice of motion re: enforcing foreign judgment,0
2299,preparing memorandum re: summary judgment,0
2300,considering order re: refusals,0
2301,briefing compendium re: injunction,1
2302,briefing order re: refusals,1
2303,addressing book of authority re: enforcing foreign judgment,0
2304,researching memorandum re: enforcing foreign judgment,0
2305,analyzing memorandum re: injunction,0
2306,editing order re: disqualifying expert,1
2307,reviewing motion record re: motion to strike,0
2308,briefing affidavit re: summary judgment,1
2309,researching analysis re: injunction,0
2310,researching factum re: enforcing foreign judgment,0
2311,revising memorandum re: summary judgment,1
2312,writing notice of motion re: enforcing foreign judgment,1
2313,briefing notice of motion re: motion to strike,1
2314,briefing affidavit re: injunction,1
2315,revising memo re: enforcing foreign judgment,1
2316,drafting analysis re: motion to strike,1
2317,revising book of authority re: injunction,1
2318,editing memo re: motion to strike,1
2319,considering affidavit re: injunction,0
2320,addressing memo re: enforcing foreign judgment,0
2321,finalizing analysis re: refusals,0
2322,researching motion record re: disqualifying expert,0
2323,attending to notice of motion re: refusals,0
2324,revising factum re: disqualifying expert,1
2325,writing order re: enforcing foreign judgment,1
2326,revising affidavit re: injunction,1
2327,preparing factum re: summary judgment,0
2328,addressing analysis re: disqualifying expert,0
2329,discussing compendium re: motion to strike,0
2330,addressing motion record re: motion to strike,0
2331,preparing analysis re: injunction,0
2332,addressing notice of motion re: disqualifying expert,0
2333,proofing book of authority re: summary judgment,0
2334,revising memorandum re: injunction,1
2335,attending to memo re: enforcing foreign judgment,0
2336,discussing factum re: disqualifying expert,0
2337,editing book of authority re: summary judgment,1
2338,discussing factum re: injunction,0
2339,proofing book of authority re: motion to strike,0
2340,attending to compendium re: disqualifying expert,0
2341,considering factum re: refusals,0
2342,attending to affidavit re: injunction,0
2343,drafting compendium re: injunction,1
2344,considering memo re: enforcing foreign judgment,0
2345,proofing book of authority re: injunction,0
2346,finalizing compendium re: disqualifying expert,0
2347,briefing analysis re: enforcing foreign judgment,1
2348,reviewing order re: disqualifying expert,0
2349,analyzing factum re: enforcing foreign judgment,0
2350,reviewing book of authority re: motion to strike,0
2351,considering motion record re: enforcing foreign judgment,0
2352,editing memorandum re: motion to strike,1
2353,analyzing book of authority re: refusals,0
2354,editing notice of motion re: disqualifying expert,1
2355,analyzing analysis re: summary judgment,0
2356,reviewing affidavit re: injunction,0
2357,preparing notice of motion re: disqualifying expert,0
2358,briefing analysis re: summary judgment,1
2359,considering memo re: motion to strike,0
2360,reviewing affidavit re: refusals,0
2361,researching factum re: motion to strike,0
2362,revising notice of motion re: refusals,1
2363,attending to compendium re: summary judgment,0
2364,attending to book of authority re: motion to strike,0
2365,finalizing factum re: disqualifying expert,0
2366,researching affidavit re: disqualifying expert,0
2367,reviewing compendium re: injunction,0
2368,briefing memo re: disqualifying expert,1
2369,proofing notice of motion re: injunction,0
2370,analyzing notice of motion re: disqualifying expert,0
2371,finalizing memo re: injunction,0
2372,drafting book of authority re: injunction,1
2373,editing analysis re: refusals,1
2374,proofing motion record re: enforcing foreign judgment,0
2375,discussing affidavit re: disqualifying expert,0
2376,addressing notice of motion re: injunction,0
2377,considering compendium re: refusals,0
2378,reviewing book of authority re: summary judgment,0
2379,researching book of authority re: refusals,0
2380,writing memorandum re: refusals,1
2381,editing factum re: motion to strike,1
2382,attending to book of authority re: motion to strike,0
2383,addressing book of authority re: disqualifying expert,0
2384,drafting affidavit re: refusals,1
2385,finalizing affidavit re: injunction,0
2386,revising memo re: summary judgment,1
2387,discussing factum re: summary judgment,0
2388,attending to compendium re: injunction,0
2389,researching factum re: enforcing foreign judgment,0
2390,analyzing compendium re: enforcing foreign judgment,0
2391,preparing affidavit re: injunction,0
2392,preparing compendium re: motion to strike,0
2393,analyzing motion record re: motion to strike,0
2394,discussing notice of motion re: injunction,0
2395,addressing book of authority re: enforcing foreign judgment,0
2396,editing book of authority re: summary judgment,1
2397,proofing affidavit re: enforcing foreign judgment,0
2398,addressing factum re: summary judgment,0
2399,revising memorandum re: injunction,1
2400,revising book of authority re: refusals,1
2401,writing notice of motion re: refusals,1
2402,analyzing memo re: summary judgment,0
2403,finalizing order re: refusals,0
2404,attending to analysis re: enforcing foreign judgment,0
2405,briefing affidavit re: injunction,1
2406,drafting book of authority re: motion to strike,1
2407,researching factum re: disqualifying expert,0
2408,attending to affidavit re: injunction,0
2409,researching notice of motion re: refusals,0
2410,drafting compendium re: motion to strike,1
2411,reviewing analysis re: summary judgment,0
2412,analyzing order re: enforcing foreign judgment,0
2413,drafting book of authority re: summary judgment,1
2414,finalizing memorandum re: motion to strike,0
2415,analyzing book of authority re: summary judgment,0
2416,proofing order re: summary judgment,0
2417,discussing analysis re: disqualifying expert,0
2418,editing memorandum re: summary judgment,1
2419,reviewing motion record re: summary judgment,0
2420,attending to compendium re: injunction,0
2421,discussing compendium re: refusals,0
2422,finalizing motion record re: disqualifying expert,0
2423,writing book of authority re: injunction,1
2424,editing factum re: refusals,1
2425,finalizing compendium re: refusals,0
2426,researching factum re: refusals,0
2427,finalizing book of authority re: injunction,0
2428,analyzing order re: summary judgment,0
2429,analyzing book of authority re: summary judgment,0
2430,preparing book of authority re: summary judgment,0
2431,researching order re: summary judgment,0
2432,writing book of authority re: refusals,1
2433,considering analysis re: enforcing foreign judgment,0
2434,writing memo re: motion to strike,1
2435,editing factum re: disqualifying expert,1
2436,discussing motion record re: injunction,0
2437,editing affidavit re: injunction,1
2438,preparing affidavit re: injunction,0
2439,discussing notice of motion re: refusals,0
2440,finalizing memo re: injunction,0
2441,researching motion record re: enforcing foreign judgment,0
2442,considering order re: motion to strike,0
2443,considering motion record re: motion to strike,0
2444,writing factum re: enforcing foreign judgment,1
2445,analyzing affidavit re: injunction,0
2446,discussing compendium re: summary judgment,0
2447,writing factum re: disqualifying expert,1
2448,revising compendium re: refusals,1
2449,reviewing notice of motion re: summary judgment,0
2450,reviewing motion record re: injunction,0
2451,discussing book of authority re: motion to strike,0
2452,considering factum re: motion to strike,0
2453,finalizing affidavit re: injunction,0
2454,attending to motion record re: disqualifying expert,0
2455,addressing affidavit re: enforcing foreign judgment,0
2456,attending to memo re: enforcing foreign judgment,0
2457,attending to notice of motion re: refusals,0
2458,briefing notice of motion re: enforcing foreign judgment,1
2459,finalizing motion record re: disqualifying expert,0
2460,briefing memo re: motion to strike,1
2461,finalizing order re: motion to strike,0
2462,finalizing order re: enforcing foreign judgment,0
2463,researching motion record re: refusals,0
2464,writing book of authority re: refusals,1
2465,researching notice of motion re: disqualifying expert,0
2466,finalizing memo re: disqualifying expert,0
2467,editing memorandum re: motion to strike,1
2468,discussing notice of motion re: motion to strike,0
2469,reviewing compendium re: summary judgment,0
2470,attending to affidavit re: motion to strike,0
2471,revising order re: disqualifying expert,1
2472,writing notice of motion re: refusals,1
2473,briefing notice of motion re: injunction,1
2474,researching memo re: injunction,0
2475,researching book of authority re: disqualifying expert,0
2476,preparing notice of motion re: motion to strike,0
2477,analyzing motion record re: motion to strike,0
2478,analyzing factum re: injunction,0
2479,briefing analysis re: injunction,1
2480,addressing order re: motion to strike,0
2481,reviewing analysis re: refusals,0
2482,proofing factum re: injunction,0
2483,attending to motion record re: motion to strike,0
2484,discussing analysis re: injunction,0
2485,finalizing memo re: disqualifying expert,0
2486,finalizing notice of motion re: disqualifying expert,0
2487,reviewing motion record re: refusals,0
2488,writing memorandum re: injunction,1
2489,attending to book of authority re: enforcing foreign judgment,0
2490,proofing motion record re: summary judgment,0
2491,drafting motion record re: disqualifying expert,1
2492,discussing motion record re: summary judgment,0
2493,proofing affidavit re: refusals,0
2494,attending to factum re: injunction,0
2495,writing affidavit re: motion to strike,1
2496,considering motion record re: injunction,0
2497,considering notice of motion re: motion to strike,0
2498,writing memorandum re: enforcing foreign judgment,1
2499,discussing analysis re: summary judgment,0
2500,researching analysis re: disqualifying expert,0
2501,attending to memo re: disqualifying expert,0
2502,finalizing compendium re: disqualifying expert,0
2503,researching order re: summary judgment,0
2504,editing motion record re: enforcing foreign judgment,1
2505,briefing compendium re: disqualifying expert,1
2506,discussing order re: summary judgment,0
2507,briefing factum re: enforcing foreign judgment,1
2508,briefing notice of motion re: summary judgment,1
2509,drafting book of authority re: enforcing foreign judgment,1
2510,preparing affidavit re: summary judgment,0
2511,drafting compendium re: motion to strike,1
2512,proofing affidavit re: refusals,0
2513,briefing motion record re: refusals,1
2514,finalizing book of authority re: disqualifying expert,0
2515,revising compendium re: refusals,1
2516,drafting memo re: summary judgment,1
2517,finalizing factum re: injunction,0
2518,preparing memorandum re: disqualifying expert,0
2519,reviewing motion record re: motion to strike,0
2520,proofing compendium re: motion to strike,0
2521,briefing compendium re: disqualifying expert,1
2522,reviewing affidavit re: refusals,0
2523,drafting memo re: summary judgment,1
2524,editing order re: refusals,1
2525,analyzing order re: motion to strike,0
2526,addressing book of authority re: motion to strike,0
2527,attending to book of authority re: disqualifying expert,0
2528,attending to compendium re: injunction,0
2529,drafting analysis re: enforcing foreign judgment,1
2530,preparing notice of motion re: motion to strike,0
2531,briefing factum re: summary judgment,1
2532,editing order re: summary judgment,1
2533,attending to factum re: disqualifying expert,0
2534,discussing affidavit re: injunction,0
2535,reviewing affidavit re: refusals,0
2536,discussing memorandum re: injunction,0
2537,editing order re: enforcing foreign judgment,1
2538,attending to analysis re: refusals,0
2539,considering notice of motion re: injunction,0
2540,attending to book of authority re: summary judgment,0
2541,reviewing affidavit re: summary judgment,0
2542,writing compendium re: summary judgment,1
2543,revising memorandum re: motion to strike,1
2544,editing notice of motion re: refusals,1
2545,drafting motion record re: motion to strike,1
2546,researching order re: motion to strike,0
2547,finalizing order re: injunction,0
2548,editing order re: summary judgment,1
2549,editing compendium re: summary judgment,1
2550,finalizing motion record re: summary judgment,0
2551,analyzing book of authority re: summary judgment,0
2552,addressing memo re: injunction,0
2553,analyzing affidavit re: summary judgment,0
2554,addressing memorandum re: disqualifying expert,0
2555,revising analysis re: injunction,1
2556,writing memo re: enforcing foreign judgment,1
2557,proofing affidavit re: injunction,0
2558,considering analysis re: refusals,0
2559,researching memorandum re: injunction,0
2560,briefing factum re: disqualifying expert,1
2561,reviewing motion record re: disqualifying expert,0
2562,addressing compendium re: disqualifying expert,0
2563,proofing memorandum re: injunction,0
2564,attending to book of authority re: injunction,0
2565,considering affidavit re: motion to strike,0
2566,editing memorandum re: disqualifying expert,1
2567,drafting analysis re: disqualifying expert,1
2568,analyzing order re: motion to strike,0
2569,briefing notice of motion re: enforcing foreign judgment,1
2570,discussing order re: injunction,0
2571,researching analysis re: injunction,0
2572,considering order re: injunction,0
2573,addressing book of authority re: summary judgment,0
2574,analyzing analysis re: disqualifying expert,0
2575,briefing book of authority re: summary judgment,1
2576,finalizing compendium re: refusals,0
2577,researching compendium re: summary judgment,0
2578,researching book of authority re: injunction,0
2579,reviewing compendium re: disqualifying expert,0
2580,proofing order re: motion to strike,0
2581,editing affidavit re: injunction,1
2582,preparing notice of motion re: disqualifying expert,0
2583,reviewing notice of motion re: summary judgment,0
2584,researching compendium re: enforcing foreign judgment,0
2585,revising order re: motion to strike,1
2586,proofing notice of motion re: injunction,0
2587,drafting notice of motion re: disqualifying expert,1
2588,researching memo re: injunction,0
2589,editing order re: injunction,1
2590,analyzing book of authority re: injunction,0
2591,considering notice of motion re: enforcing foreign judgment,0
2592,reviewing compendium re: summary judgment,0
2593,proofing analysis re: refusals,0
2594,writing compendium re: disqualifying expert,1
2595,preparing memorandum re: summary judgment,0
2596,preparing memorandum re: disqualifying expert,0
2597,addressing notice of motion re: motion to strike,0
2598,briefing compendium re: refusals,1
2599,researching affidavit re: injunction,0
2600,analyzing analysis re: injunction,0
2601,drafting motion record re: enforcing foreign judgment,1
2602,revising notice of motion re: disqualifying expert,1
2603,reviewing factum re: injunction,0
2604,reviewing compendium re: summary judgment,0
2605,researching notice of motion re: disqualifying expert,0
2606,writing factum re: injunction,1
2607,addressing factum re: enforcing foreign judgment,0
2608,considering memorandum re: motion to strike,0
2609,considering notice of motion re: refusals,0
2610,reviewing motion record re: injunction,0
2611,editing memorandum re: motion to strike,1
2612,discussing factum re: disqualifying expert,0
2613,revising order re: enforcing foreign judgment,1
2614,drafting book of authority re: motion to strike,1
2615,researching order re: enforcing foreign judgment,0
2616,addressing order re: motion to strike,0
2617,editing memorandum re: summary judgment,1
2618,researching book of authority re: injunction,0
2619,briefing memo re: injunction,1
2620,preparing compendium re: disqualifying expert,0
2621,analyzing factum re: enforcing foreign judgment,0
2622,attending to motion record re: injunction,0
2623,analyzing memorandum re: summary judgment,0
2624,preparing memo re: motion to strike,0
2625,analyzing order re: refusals,0
2626,writing factum re: refusals,1
2627,researching compendium re: injunction,0
2628,briefing book of authority re: refusals,1
2629,briefing book of authority re: enforcing foreign judgment,1
2630,finalizing factum re: motion to strike,0
2631,finalizing factum re: refusals,0
2632,discussing motion record re: refusals,0
2633,considering compendium re: motion to strike,0
2634,drafting memorandum re: enforcing foreign judgment,1
2635,writing motion record re: enforcing foreign judgment,1
2636,addressing order re: enforcing foreign judgment,0
2637,attending to notice of motion re: enforcing foreign judgment,0
2638,addressing analysis re: injunction,0
2639,revising book of authority re: injunction,1
2640,briefing affidavit re: summary judgment,1
2641,addressing affidavit re: disqualifying expert,0
2642,researching factum re: motion to strike,0
2643,finalizing motion record re: enforcing foreign judgment,0
2644,discussing analysis re: injunction,0
2645,considering compendium re: summary judgment,0
2646,drafting notice of motion re: disqualifying expert,1
2647,briefing order re: refusals,1
2648,analyzing factum re: refusals,0
2649,preparing order re: enforcing foreign judgment,0
2650,reviewing order re: refusals,0
2651,attending to factum re: injunction,0
2652,attending to compendium re: injunction,0
2653,finalizing factum re: enforcing foreign judgment,0
2654,editing book of authority re: enforcing foreign judgment,1
2655,writing notice of motion re: summary judgment,1
2656,finalizing memo re: enforcing foreign judgment,0
2657,drafting order re: motion to strike,1
2658,preparing memo re: summary judgment,0
2659,analyzing analysis re: disqualifying expert,0
2660,addressing motion record re: disqualifying expert,0
2661,briefing motion record re: enforcing foreign judgment,1
2662,writing compendium re: enforcing foreign judgment,1
2663,discussing memo re: refusals,0
2664,finalizing motion record re: disqualifying expert,0
2665,editing affidavit re: refusals,1
2666,reviewing notice of motion re: disqualifying expert,0
2667,briefing order re: refusals,1
2668,briefing book of authority re: summary judgment,1
2669,revising compendium re: disqualifying expert,1
2670,addressing memo re: refusals,0
2671,finalizing book of authority re: refusals,0
2672,discussing motion record re: injunction,0
2673,preparing compendium re: motion to strike,0
2674,proofing compendium re: disqualifying expert,0
2675,considering analysis re: disqualifying expert,0
2676,preparing book of authority re: disqualifying expert,0
2677,drafting affidavit re: summary judgment,1
2678,drafting notice of motion re: motion to strike,1
2679,reviewing factum re: summary judgment,0
2680,addressing memorandum re: disqualifying expert,0
2681,considering book of authority re: summary judgment,0
2682,drafting memorandum re: disqualifying expert,1
2683,attending to affidavit re: refusals,0
2684,discussing order re: refusals,0
2685,considering factum re: motion to strike,0
2686,preparing book of authority re: injunction,0
2687,attending to book of authority re: summary judgment,0
2688,addressing affidavit re: refusals,0
2689,editing factum re: motion to strike,1
2690,researching factum re: summary judgment,0
2691,drafting motion record re: enforcing foreign judgment,1
2692,reviewing motion record re: enforcing foreign judgment,0
2693,analyzing affidavit re: refusals,0
2694,addressing factum re: disqualifying expert,0
2695,reviewing motion record re: motion to strike,0
2696,revising notice of motion re: disqualifying expert,1
2697,analyzing book of authority re: injunction,0
2698,editing compendium re: refusals,1
2699,drafting factum re: enforcing foreign judgment,1
2700,attending to compendium re: motion to strike,0
2701,preparing order re: refusals,0
2702,proofing affidavit re: summary judgment,0
2703,discussing motion record re: injunction,0
2704,addressing book of authority re: enforcing foreign judgment,0
2705,reviewing analysis re: injunction,0
2706,addressing compendium re: injunction,0
2707,reviewing notice of motion re: disqualifying expert,0
2708,writing notice of motion re: disqualifying expert,1
2709,proofing memorandum re: injunction,0
2710,briefing book of authority re: motion to strike,1
2711,briefing compendium re: injunction,1
2712,preparing factum re: summary judgment,0
2713,reviewing factum re: motion to strike,0
2714,preparing analysis re: motion to strike,0
2715,analyzing analysis re: summary judgment,0
2716,briefing factum re: disqualifying expert,1
2717,preparing memorandum re: refusals,0
2718,revising motion record re: injunction,1
2719,drafting book of authority re: injunction,1
2720,revising analysis re: summary judgment,1
2721,briefing notice of motion re: refusals,1
2722,drafting memorandum re: enforcing foreign judgment,1
2723,considering compendium re: refusals,0
2724,proofing analysis re: motion to strike,0
2725,attending to order re: summary judgment,0
2726,drafting order re: disqualifying expert,1
2727,discussing notice of motion re: disqualifying expert,0
2728,reviewing memo re: motion to strike,0
2729,proofing memorandum re: summary judgment,0
2730,proofing order re: enforcing foreign judgment,0
2731,revising affidavit re: refusals,1
2732,researching analysis re: summary judgment,0
2733,writing factum re: injunction,1
2734,editing compendium re: disqualifying expert,1
2735,proofing affidavit re: refusals,0
2736,editing analysis re: summary judgment,1
2737,writing order re: motion to strike,1
2738,drafting analysis re: enforcing foreign judgment,1
2739,attending to motion record re: refusals,0
2740,addressing notice of motion re: enforcing foreign judgment,0
2741,researching book of authority re: disqualifying expert,0
2742,addressing analysis re: motion to strike,0
2743,preparing book of authority re: injunction,0
2744,analyzing analysis re: enforcing foreign judgment,0
2745,briefing book of authority re: injunction,1
2746,discussing memo re: refusals,0
2747,discussing notice of motion re: disqualifying expert,0
2748,revising book of authority re: injunction,1
2749,finalizing order re: refusals,0
2750,drafting analysis re: refusals,1
2751,attending to factum re: enforcing foreign judgment,0
2752,reviewing order re: enforcing foreign judgment,0
2753,finalizing order re: summary judgment,0
2754,considering notice of motion re: motion to strike,0
2755,attending to compendium re: disqualifying expert,0
2756,considering memorandum re: injunction,0
2757,discussing memorandum re: injunction,0
2758,researching compendium re: disqualifying expert,0
2759,briefing book of authority re: injunction,1
2760,briefing memorandum re: summary judgment,1
2761,researching compendium re: injunction,0
2762,finalizing order re: refusals,0
2763,writing notice of motion re: injunction,1
2764,researching analysis re: refusals,0
2765,editing book of authority re: summary judgment,1
2766,reviewing motion record re: summary judgment,0
2767,reviewing book of authority re: disqualifying expert,0
2768,proofing book of authority re: injunction,0
2769,discussing book of authority re: refusals,0
2770,analyzing memorandum re: disqualifying expert,0
2771,considering order re: refusals,0
2772,editing memo re: refusals,1
2773,reviewing book of authority re: disqualifying expert,0
2774,analyzing memo re: injunction,0
2775,editing memo re: disqualifying expert,1
2776,preparing factum re: summary judgment,0
2777,drafting compendium re: refusals,1
2778,finalizing analysis re: motion to strike,0
2779,considering memo re: injunction,0
2780,revising motion record re: enforcing foreign judgment,1
2781,attending to analysis re: injunction,0
2782,briefing memo re: enforcing foreign judgment,1
2783,discussing compendium re: refusals,0
2784,researching memo re: summary judgment,0
2785,analyzing factum re: disqualifying expert,0
2786,preparing memo re: injunction,0
2787,preparing memo re: motion to strike,0
2788,briefing affidavit re: disqualifying expert,1
2789,finalizing factum re: summary judgment,0
2790,considering notice of motion re: summary judgment,0
2791,proofing affidavit re: disqualifying expert,0
2792,finalizing book of authority re: injunction,0
2793,reviewing motion record re: motion to strike,0
2794,discussing compendium re: enforcing foreign judgment,0
2795,briefing memorandum re: injunction,1
2796,drafting motion record re: injunction,1
2797,revising memo re: injunction,1
2798,considering notice of motion re: motion to strike,0
2799,preparing memo re: disqualifying expert,0
2800,attending to order re: enforcing foreign judgment,0
2801,researching analysis re: refusals,0
2802,revising memorandum re: disqualifying expert,1
2803,drafting analysis re: enforcing foreign judgment,1
2804,researching book of authority re: injunction,0
2805,discussing memo re: disqualifying expert,0
2806,addressing analysis re: enforcing foreign judgment,0
2807,preparing compendium re: summary judgment,0
2808,proofing memorandum re: injunction,0
2809,attending to book of authority re: motion to strike,0
2810,proofing analysis re: injunction,0
2811,writing memorandum re: refusals,1
2812,discussing memo re: injunction,0
2813,discussing affidavit re: enforcing foreign judgment,0
2814,finalizing memo re: motion to strike,0
2815,researching analysis re: enforcing foreign judgment,0
2816,briefing order re: motion to strike,1
2817,revising memorandum re: motion to strike,1
2818,briefing memo re: disqualifying expert,1
2819,researching notice of motion re: refusals,0
2820,considering memo re: enforcing foreign judgment,0
2821,briefing order re: enforcing foreign judgment,1
2822,attending to memo re: motion to strike,0
2823,addressing memorandum re: summary judgment,0
2824,drafting compendium re: summary judgment,1
2825,briefing compendium re: injunction,1
2826,finalizing order re: refusals,0
2827,analyzing analysis re: injunction,0
2828,discussing memorandum re: disqualifying expert,0
2829,reviewing analysis re: refusals,0
2830,analyzing motion record re: refusals,0
2831,revising motion record re: summary judgment,1
2832,discussing memo re: refusals,0
2833,finalizing memorandum re: refusals,0
2834,addressing book of authority re: injunction,0
2835,analyzing book of authority re: refusals,0
2836,addressing analysis re: enforcing foreign judgment,0
2837,researching book of authority re: enforcing foreign judgment,0
2838,writing factum re: injunction,1
2839,addressing analysis re: disqualifying expert,0
2840,revising notice of motion re: disqualifying expert,1
2841,drafting order re: refusals,1
2842,researching order re: enforcing foreign judgment,0
2843,drafting affidavit re: injunction,1
2844,considering factum re: summary judgment,0
2845,finalizing analysis re: summary judgment,0
2846,discussing motion record re: summary judgment,0
2847,considering memorandum re: disqualifying expert,0
2848,revising memo re: summary judgment,1
2849,researching order re: refusals,0
2850,preparing notice of motion re: injunction,0
2851,finalizing book of authority re: injunction,0
2852,editing memorandum re: injunction,1
2853,attending to book of authority re: injunction,0
2854,preparing compendium re: enforcing foreign judgment,0
2855,considering analysis re: injunction,0
2856,addressing compendium re: enforcing foreign judgment,0
2857,briefing compendium re: disqualifying expert,1
2858,researching factum re: motion to strike,0
2859,revising analysis re: enforcing foreign judgment,1
2860,attending to memo re: disqualifying expert,0
2861,discussing memorandum re: refusals,0
2862,researching factum re: disqualifying expert,0
2863,attending to book of authority re: injunction,0
2864,discussing notice of motion re: injunction,0
2865,proofing memorandum re: summary judgment,0
2866,attending to motion record re: injunction,0
2867,proofing analysis re: summary judgment,0
2868,finalizing notice of motion re: injunction,0
2869,researching memorandum re: injunction,0
2870,briefing notice of motion re: refusals,1
2871,briefing memorandum re: motion to strike,1
2872,preparing order re: disqualifying expert,0
2873,revising factum re: enforcing foreign judgment,1
2874,writing book of authority re: refusals,1
2875,editing memo re: refusals,1
2876,revising analysis re: summary judgment,1
2877,finalizing compendium re: refusals,0
2878,finalizing book of authority re: refusals,0
2879,proofing book of authority re: disqualifying expert,0
2880,analyzing notice of motion re: motion to strike,0
2881,writing order re: summary judgment,1
2882,discussing memorandum re: summary judgment,0
2883,drafting order re: disqualifying expert,1
