,narrative,drafting
2605,attending to order re: enforcing foreign judgment,0
2606,revising memorandum re: enforcing foreign judgment,1
2607,writing affidavit re: enforcing foreign judgment,1
2608,reviewing factum re: motion to strike,0
2609,researching analysis re: disqualifying expert,0
2610,attending to book of authority re: disqualifying expert,0
2611,attending to notice of motion re: disqualifying expert,0
2612,proofing analysis re: injunction,0
2613,attending to analysis re: refusals,0
2614,preparing motion record re: enforcing foreign judgment,0
2615,reviewing memo re: disqualifying expert,0
2616,analyzing factum re: disqualifying expert,0
2617,finalizing memorandum re: enforcing foreign judgment,0
2618,attending to memorandum re: refusals,0
2619,editing notice of motion re: refusals,1
2620,preparing analysis re: summary judgment,0
2621,revising order re: refusals,1
2622,revising notice of motion re: motion to strike,1
2623,researching book of authority re: disqualifying expert,0
2624,briefing factum re: disqualifying expert,1
2625,preparing book of authority re: motion to strike,0
2626,researching notice of motion re: motion to strike,0
2627,proofing compendium re: summary judgment,0
2628,finalizing factum re: motion to strike,0
2629,attending to memo re: motion to strike,0
2630,researching memorandum re: refusals,0
2631,proofing affidavit re: refusals,0
2632,reviewing affidavit re: enforcing foreign judgment,0
2633,researching analysis re: refusals,0
2634,researching order re: disqualifying expert,0
2635,reviewing affidavit re: injunction,0
2636,analyzing affidavit re: motion to strike,0
2637,reviewing memorandum re: motion to strike,0
2638,researching order re: summary judgment,0
2639,analyzing factum re: motion to strike,0
2640,analyzing compendium re: refusals,0
2641,analyzing memorandum re: summary judgment,0
2642,revising notice of motion re: injunction,1
2643,revising memorandum re: enforcing foreign judgment,1
2644,drafting order re: motion to strike,1
2645,proofing analysis re: injunction,0
2646,proofing analysis re: injunction,0
2647,finalizing book of authority re: injunction,0
2648,proofing order re: enforcing foreign judgment,0
2649,revising compendium re: disqualifying expert,1
2650,analyzing factum re: refusals,0
2651,writing order re: refusals,1
2652,finalizing affidavit re: enforcing foreign judgment,0
2653,preparing memo re: motion to strike,0
2654,attending to notice of motion re: motion to strike,0
2655,finalizing compendium re: refusals,0
2656,finalizing notice of motion re: injunction,0
2657,finalizing factum re: summary judgment,0
2658,editing factum re: injunction,1
2659,preparing book of authority re: motion to strike,0
2660,briefing motion record re: injunction,1
2661,attending to compendium re: enforcing foreign judgment,0
2662,revising order re: refusals,1
2663,reviewing order re: summary judgment,0
2664,analyzing memorandum re: enforcing foreign judgment,0
2665,analyzing compendium re: injunction,0
2666,attending to memo re: motion to strike,0
2667,writing memo re: motion to strike,1
2668,revising affidavit re: summary judgment,1
2669,writing notice of motion re: refusals,1
2670,attending to order re: refusals,0
2671,reviewing analysis re: motion to strike,0
2672,researching affidavit re: refusals,0
2673,researching compendium re: summary judgment,0
2674,drafting book of authority re: motion to strike,1
2675,drafting compendium re: injunction,1
2676,writing motion record re: summary judgment,1
2677,drafting factum re: disqualifying expert,1
2678,finalizing memorandum re: disqualifying expert,0
2679,preparing motion record re: enforcing foreign judgment,0
2680,revising memorandum re: motion to strike,1
2681,reviewing factum re: refusals,0
2682,proofing memo re: disqualifying expert,0
2683,researching memo re: refusals,0
2684,writing motion record re: motion to strike,1
2685,preparing notice of motion re: refusals,0
2686,proofing compendium re: disqualifying expert,0
2687,researching memo re: injunction,0
2688,briefing analysis re: motion to strike,1
2689,finalizing factum re: disqualifying expert,0
2690,finalizing memo re: refusals,0
2691,preparing motion record re: summary judgment,0
2692,finalizing affidavit re: summary judgment,0
2693,drafting memo re: enforcing foreign judgment,1
2694,revising order re: motion to strike,1
2695,revising compendium re: injunction,1
2696,researching book of authority re: motion to strike,0
2697,proofing analysis re: refusals,0
2698,drafting affidavit re: refusals,1
2699,finalizing affidavit re: injunction,0
2700,researching motion record re: enforcing foreign judgment,0
2701,proofing memorandum re: enforcing foreign judgment,0
2702,preparing memorandum re: injunction,0
2703,analyzing order re: disqualifying expert,0
2704,editing compendium re: summary judgment,1
2705,finalizing compendium re: disqualifying expert,0
2706,revising compendium re: summary judgment,1
2707,editing affidavit re: refusals,1
2708,proofing motion record re: motion to strike,0
2709,writing motion record re: disqualifying expert,1
2710,attending to notice of motion re: motion to strike,0
2711,finalizing motion record re: enforcing foreign judgment,0
2712,editing affidavit re: motion to strike,1
2713,briefing factum re: motion to strike,1
2714,proofing order re: motion to strike,0
2715,revising factum re: injunction,1
2716,editing affidavit re: enforcing foreign judgment,1
2717,reviewing memo re: injunction,0
2718,reviewing memorandum re: injunction,0
2719,attending to motion record re: enforcing foreign judgment,0
2720,editing factum re: motion to strike,1
2721,researching motion record re: disqualifying expert,0
2722,researching notice of motion re: motion to strike,0
2723,revising notice of motion re: enforcing foreign judgment,1
2724,proofing notice of motion re: disqualifying expert,0
2725,reviewing motion record re: injunction,0
2726,preparing book of authority re: summary judgment,0
2727,preparing notice of motion re: refusals,0
2728,writing compendium re: refusals,1
2729,researching motion record re: refusals,0
2730,briefing memo re: disqualifying expert,1
2731,proofing analysis re: refusals,0
2732,researching motion record re: injunction,0
2733,revising book of authority re: disqualifying expert,1
2734,attending to book of authority re: refusals,0
2735,revising memorandum re: injunction,1
2736,attending to affidavit re: refusals,0
2737,finalizing compendium re: injunction,0
2738,drafting motion record re: motion to strike,1
2739,writing factum re: refusals,1
2740,editing notice of motion re: enforcing foreign judgment,1
2741,analyzing analysis re: disqualifying expert,0
2742,reviewing book of authority re: motion to strike,0
2743,writing affidavit re: refusals,1
2744,editing notice of motion re: refusals,1
2745,finalizing memorandum re: refusals,0
2746,preparing factum re: motion to strike,0
2747,proofing factum re: disqualifying expert,0
2748,researching notice of motion re: disqualifying expert,0
2749,researching order re: summary judgment,0
2750,editing memo re: injunction,1
2751,briefing book of authority re: enforcing foreign judgment,1
2752,writing order re: injunction,1
2753,reviewing motion record re: motion to strike,0
2754,analyzing memorandum re: motion to strike,0
2755,briefing analysis re: motion to strike,1
2756,attending to order re: motion to strike,0
2757,attending to book of authority re: disqualifying expert,0
2758,analyzing motion record re: disqualifying expert,0
2759,researching motion record re: summary judgment,0
2760,analyzing compendium re: summary judgment,0
2761,briefing analysis re: motion to strike,1
2762,editing compendium re: enforcing foreign judgment,1
2763,editing memo re: motion to strike,1
2764,analyzing factum re: injunction,0
2765,revising memorandum re: refusals,1
2766,attending to notice of motion re: enforcing foreign judgment,0
2767,reviewing memorandum re: motion to strike,0
2768,preparing order re: motion to strike,0
2769,researching motion record re: enforcing foreign judgment,0
2770,briefing notice of motion re: motion to strike,1
2771,revising memorandum re: injunction,1
2772,briefing memo re: summary judgment,1
2773,briefing compendium re: disqualifying expert,1
2774,drafting notice of motion re: refusals,1
2775,writing memorandum re: refusals,1
2776,proofing book of authority re: enforcing foreign judgment,0
2777,editing factum re: disqualifying expert,1
2778,drafting book of authority re: summary judgment,1
2779,editing motion record re: disqualifying expert,1
2780,researching memo re: injunction,0
2781,revising order re: injunction,1
2782,writing notice of motion re: motion to strike,1
2783,drafting memo re: disqualifying expert,1
2784,writing memo re: motion to strike,1
2785,analyzing affidavit re: refusals,0
2786,revising analysis re: enforcing foreign judgment,1
2787,researching memo re: enforcing foreign judgment,0
2788,analyzing order re: disqualifying expert,0
2789,preparing order re: enforcing foreign judgment,0
2790,editing order re: summary judgment,1
2791,analyzing motion record re: injunction,0
2792,drafting memo re: disqualifying expert,1
2793,writing motion record re: summary judgment,1
2794,reviewing notice of motion re: disqualifying expert,0
2795,editing affidavit re: refusals,1
2796,preparing compendium re: injunction,0
2797,writing factum re: enforcing foreign judgment,1
2798,finalizing compendium re: disqualifying expert,0
2799,reviewing motion record re: disqualifying expert,0
2800,analyzing compendium re: enforcing foreign judgment,0
2801,reviewing book of authority re: summary judgment,0
2802,preparing memorandum re: motion to strike,0
2803,revising factum re: motion to strike,1
2804,analyzing compendium re: injunction,0
2805,briefing motion record re: motion to strike,1
2806,researching motion record re: enforcing foreign judgment,0
2807,attending to book of authority re: refusals,0
2808,finalizing memorandum re: refusals,0
2809,analyzing memo re: enforcing foreign judgment,0
2810,preparing book of authority re: disqualifying expert,0
2811,finalizing compendium re: injunction,0
2812,drafting analysis re: summary judgment,1
2813,analyzing motion record re: summary judgment,0
2814,reviewing analysis re: disqualifying expert,0
2815,revising affidavit re: refusals,1
2816,editing memorandum re: summary judgment,1
2817,editing compendium re: disqualifying expert,1
2818,revising order re: injunction,1
2819,briefing memo re: enforcing foreign judgment,1
2820,revising affidavit re: disqualifying expert,1
2821,revising book of authority re: motion to strike,1
2822,preparing memorandum re: injunction,0
2823,editing book of authority re: summary judgment,1
2824,preparing memorandum re: disqualifying expert,0
2825,drafting notice of motion re: motion to strike,1
2826,preparing memo re: injunction,0
2827,revising book of authority re: injunction,1
2828,proofing order re: enforcing foreign judgment,0
2829,editing affidavit re: summary judgment,1
2830,analyzing memorandum re: refusals,0
2831,preparing order re: enforcing foreign judgment,0
2832,attending to memorandum re: enforcing foreign judgment,0
2833,briefing motion record re: disqualifying expert,1
2834,attending to motion record re: refusals,0
2835,writing memo re: disqualifying expert,1
2836,briefing motion record re: summary judgment,1
2837,attending to memo re: disqualifying expert,0
2838,researching memo re: injunction,0
2839,reviewing book of authority re: motion to strike,0
2840,researching order re: motion to strike,0
2841,researching analysis re: motion to strike,0
2842,drafting affidavit re: enforcing foreign judgment,1
2843,finalizing memo re: disqualifying expert,0
2844,reviewing affidavit re: injunction,0
2845,writing analysis re: summary judgment,1
2846,researching order re: disqualifying expert,0
2847,proofing affidavit re: disqualifying expert,0
2848,researching memo re: disqualifying expert,0
2849,analyzing memo re: injunction,0
2850,analyzing factum re: enforcing foreign judgment,0
2851,analyzing affidavit re: disqualifying expert,0
2852,briefing memo re: enforcing foreign judgment,1
2853,analyzing analysis re: injunction,0
2854,drafting memo re: injunction,1
2855,reviewing factum re: injunction,0
2856,briefing memorandum re: injunction,1
2857,finalizing motion record re: enforcing foreign judgment,0
2858,attending to book of authority re: refusals,0
2859,researching memo re: summary judgment,0
2860,finalizing memo re: disqualifying expert,0
2861,researching book of authority re: summary judgment,0
2862,attending to affidavit re: refusals,0
2863,editing analysis re: refusals,1
2864,analyzing motion record re: disqualifying expert,0
2865,reviewing order re: injunction,0
2866,drafting analysis re: motion to strike,1
2867,finalizing factum re: motion to strike,0
2868,writing affidavit re: enforcing foreign judgment,1
2869,briefing affidavit re: refusals,1
2870,editing affidavit re: enforcing foreign judgment,1
2871,researching affidavit re: disqualifying expert,0
2872,writing analysis re: refusals,1
2873,reviewing memo re: enforcing foreign judgment,0
2874,analyzing book of authority re: summary judgment,0
2875,editing factum re: disqualifying expert,1
2876,researching notice of motion re: injunction,0
2877,finalizing compendium re: injunction,0
2878,attending to memo re: summary judgment,0
2879,attending to memorandum re: motion to strike,0
2880,finalizing factum re: refusals,0
2881,preparing memorandum re: motion to strike,0
2882,proofing compendium re: disqualifying expert,0
2883,reviewing compendium re: injunction,0
2884,editing memorandum re: refusals,1
2885,attending to affidavit re: motion to strike,0
2886,finalizing affidavit re: enforcing foreign judgment,0
2887,proofing memorandum re: summary judgment,0
2888,revising book of authority re: refusals,1
2889,briefing compendium re: summary judgment,1
2890,reviewing factum re: summary judgment,0
2891,reviewing motion record re: enforcing foreign judgment,0
2892,drafting notice of motion re: summary judgment,1
2893,writing memo re: injunction,1
2894,reviewing notice of motion re: refusals,0
2895,briefing book of authority re: refusals,1
2896,reviewing factum re: disqualifying expert,0
2897,briefing memorandum re: refusals,1
2898,finalizing memorandum re: motion to strike,0
2899,briefing notice of motion re: enforcing foreign judgment,1
2900,revising compendium re: motion to strike,1
2901,preparing memo re: refusals,0
2902,briefing analysis re: disqualifying expert,1
2903,reviewing book of authority re: injunction,0
2904,writing factum re: summary judgment,1
2905,analyzing notice of motion re: disqualifying expert,0
2906,revising compendium re: refusals,1
2907,writing order re: disqualifying expert,1
2908,researching affidavit re: motion to strike,0
2909,briefing factum re: summary judgment,1
2910,preparing affidavit re: enforcing foreign judgment,0
2911,attending to motion record re: summary judgment,0
2912,revising factum re: injunction,1
2913,reviewing book of authority re: summary judgment,0
2914,attending to compendium re: summary judgment,0
2915,researching factum re: injunction,0
2916,preparing analysis re: injunction,0
2917,finalizing memo re: injunction,0
2918,preparing analysis re: summary judgment,0
2919,drafting notice of motion re: disqualifying expert,1
2920,briefing notice of motion re: disqualifying expert,1
2921,attending to book of authority re: summary judgment,0
2922,revising analysis re: motion to strike,1
2923,finalizing book of authority re: injunction,0
2924,analyzing analysis re: motion to strike,0
2925,drafting analysis re: injunction,1
2926,proofing factum re: motion to strike,0
2927,finalizing factum re: motion to strike,0
2928,attending to motion record re: refusals,0
2929,preparing affidavit re: summary judgment,0
2930,attending to compendium re: injunction,0
2931,drafting memorandum re: injunction,1
2932,writing factum re: injunction,1
2933,researching motion record re: motion to strike,0
2934,briefing motion record re: disqualifying expert,1
2935,editing notice of motion re: disqualifying expert,1
2936,briefing memorandum re: injunction,1
2937,revising factum re: summary judgment,1
2938,finalizing memorandum re: disqualifying expert,0
2939,analyzing order re: disqualifying expert,0
2940,briefing compendium re: disqualifying expert,1
2941,reviewing book of authority re: disqualifying expert,0
2942,analyzing motion record re: refusals,0
2943,attending to memorandum re: motion to strike,0
2944,attending to factum re: motion to strike,0
2945,briefing memorandum re: summary judgment,1
2946,finalizing memorandum re: injunction,0
2947,reviewing notice of motion re: disqualifying expert,0
2948,attending to compendium re: motion to strike,0
2949,revising affidavit re: enforcing foreign judgment,1
2950,writing compendium re: refusals,1
2951,attending to memorandum re: enforcing foreign judgment,0
2952,attending to notice of motion re: enforcing foreign judgment,0
2953,drafting notice of motion re: enforcing foreign judgment,1
2954,reviewing order re: refusals,0
2955,preparing memorandum re: summary judgment,0
2956,reviewing order re: enforcing foreign judgment,0
2957,researching book of authority re: injunction,0
2958,writing memorandum re: motion to strike,1
2959,proofing factum re: motion to strike,0
2960,drafting factum re: injunction,1
2961,writing notice of motion re: enforcing foreign judgment,1
2962,analyzing affidavit re: enforcing foreign judgment,0
2963,attending to notice of motion re: motion to strike,0
2964,drafting factum re: summary judgment,1
2965,attending to analysis re: motion to strike,0
2966,editing memo re: injunction,1
2967,drafting compendium re: motion to strike,1
2968,finalizing memo re: motion to strike,0
2969,preparing notice of motion re: refusals,0
2970,proofing motion record re: disqualifying expert,0
2971,writing analysis re: disqualifying expert,1
2972,analyzing book of authority re: enforcing foreign judgment,0
2973,briefing notice of motion re: summary judgment,1
2974,briefing factum re: injunction,1
2975,preparing memo re: injunction,0
2976,finalizing compendium re: disqualifying expert,0
2977,editing factum re: refusals,1
2978,reviewing analysis re: refusals,0
2979,briefing analysis re: disqualifying expert,1
2980,writing book of authority re: motion to strike,1
2981,attending to memo re: injunction,0
2982,briefing affidavit re: enforcing foreign judgment,1
2983,briefing compendium re: motion to strike,1
2984,researching memo re: refusals,0
2985,preparing compendium re: enforcing foreign judgment,0
2986,researching order re: motion to strike,0
2987,briefing memo re: injunction,1
2988,preparing memorandum re: motion to strike,0
2989,writing order re: enforcing foreign judgment,1
2990,proofing memorandum re: disqualifying expert,0
2991,analyzing memo re: disqualifying expert,0
2992,researching book of authority re: enforcing foreign judgment,0
2993,attending to memorandum re: disqualifying expert,0
2994,briefing book of authority re: refusals,1
2995,reviewing book of authority re: motion to strike,0
2996,preparing affidavit re: disqualifying expert,0
2997,writing affidavit re: summary judgment,1
2998,briefing memorandum re: enforcing foreign judgment,1
2999,attending to affidavit re: motion to strike,0
3000,reviewing affidavit re: summary judgment,0
3001,revising analysis re: enforcing foreign judgment,1
3002,proofing factum re: disqualifying expert,0
3003,revising factum re: enforcing foreign judgment,1
3004,drafting notice of motion re: disqualifying expert,1
3005,finalizing analysis re: enforcing foreign judgment,0
3006,drafting book of authority re: injunction,1
3007,reviewing compendium re: motion to strike,0
3008,finalizing analysis re: disqualifying expert,0
3009,drafting compendium re: enforcing foreign judgment,1
3010,finalizing analysis re: motion to strike,0
3011,writing analysis re: injunction,1
3012,preparing affidavit re: injunction,0
3013,briefing analysis re: motion to strike,1
3014,proofing memo re: enforcing foreign judgment,0
3015,preparing analysis re: enforcing foreign judgment,0
3016,proofing notice of motion re: motion to strike,0
3017,analyzing memorandum re: refusals,0
3018,analyzing book of authority re: injunction,0
3019,researching factum re: motion to strike,0
3020,writing factum re: refusals,1
3021,preparing affidavit re: injunction,0
3022,proofing analysis re: summary judgment,0
3023,proofing order re: enforcing foreign judgment,0
3024,writing notice of motion re: refusals,1
3025,analyzing analysis re: motion to strike,0
3026,briefing affidavit re: disqualifying expert,1
3027,writing affidavit re: disqualifying expert,1
3028,writing notice of motion re: motion to strike,1
3029,proofing memorandum re: summary judgment,0
3030,editing book of authority re: summary judgment,1
3031,researching order re: refusals,0
3032,reviewing notice of motion re: disqualifying expert,0
3033,proofing motion record re: enforcing foreign judgment,0
3034,writing notice of motion re: injunction,1
3035,briefing memo re: disqualifying expert,1
3036,writing motion record re: disqualifying expert,1
3037,preparing compendium re: enforcing foreign judgment,0
3038,finalizing memorandum re: refusals,0
3039,revising compendium re: disqualifying expert,1
3040,proofing motion record re: motion to strike,0
3041,proofing order re: summary judgment,0
3042,attending to affidavit re: injunction,0
3043,finalizing affidavit re: disqualifying expert,0
3044,preparing factum re: refusals,0
3045,briefing compendium re: summary judgment,1
3046,proofing memorandum re: disqualifying expert,0
3047,attending to affidavit re: disqualifying expert,0
3048,reviewing memo re: refusals,0
3049,attending to memorandum re: disqualifying expert,0
3050,briefing notice of motion re: injunction,1
3051,analyzing affidavit re: enforcing foreign judgment,0
3052,editing affidavit re: disqualifying expert,1
3053,revising motion record re: disqualifying expert,1
3054,preparing compendium re: motion to strike,0
3055,writing affidavit re: motion to strike,1
3056,finalizing memorandum re: enforcing foreign judgment,0
3057,finalizing book of authority re: injunction,0
3058,finalizing book of authority re: motion to strike,0
3059,editing analysis re: enforcing foreign judgment,1
3060,briefing order re: summary judgment,1
3061,revising book of authority re: refusals,1
3062,attending to compendium re: injunction,0
3063,proofing factum re: refusals,0
3064,reviewing analysis re: injunction,0
3065,drafting notice of motion re: refusals,1
3066,drafting order re: disqualifying expert,1
3067,preparing notice of motion re: motion to strike,0
3068,writing notice of motion re: injunction,1
3069,briefing book of authority re: refusals,1
3070,briefing memo re: summary judgment,1
3071,reviewing memorandum re: enforcing foreign judgment,0
3072,writing compendium re: injunction,1
3073,editing book of authority re: enforcing foreign judgment,1
3074,attending to motion record re: motion to strike,0
3075,writing notice of motion re: disqualifying expert,1
3076,reviewing factum re: enforcing foreign judgment,0
3077,reviewing book of authority re: summary judgment,0
3078,reviewing compendium re: motion to strike,0
3079,researching analysis re: summary judgment,0
3080,finalizing motion record re: refusals,0
3081,reviewing notice of motion re: injunction,0
3082,analyzing motion record re: injunction,0
3083,reviewing affidavit re: motion to strike,0
3084,drafting book of authority re: injunction,1
3085,drafting factum re: refusals,1
3086,proofing analysis re: summary judgment,0
3087,reviewing motion record re: injunction,0
3088,writing motion record re: summary judgment,1
3089,proofing notice of motion re: motion to strike,0
3090,attending to motion record re: enforcing foreign judgment,0
3091,preparing order re: injunction,0
3092,briefing book of authority re: refusals,1
3093,attending to factum re: refusals,0
3094,briefing notice of motion re: refusals,1
3095,researching motion record re: refusals,0
3096,drafting notice of motion re: disqualifying expert,1
3097,editing compendium re: injunction,1
3098,analyzing notice of motion re: motion to strike,0
3099,attending to memorandum re: refusals,0
3100,attending to factum re: enforcing foreign judgment,0
3101,attending to analysis re: injunction,0
3102,preparing order re: disqualifying expert,0
3103,proofing notice of motion re: refusals,0
3104,revising memorandum re: summary judgment,1
3105,preparing notice of motion re: motion to strike,0
3106,finalizing memo re: enforcing foreign judgment,0
3107,revising notice of motion re: injunction,1
3108,preparing motion record re: enforcing foreign judgment,0
3109,writing motion record re: motion to strike,1
3110,finalizing analysis re: summary judgment,0
3111,briefing notice of motion re: injunction,1
3112,preparing factum re: enforcing foreign judgment,0
3113,revising analysis re: summary judgment,1
3114,writing order re: refusals,1
3115,researching memorandum re: disqualifying expert,0
3116,analyzing factum re: motion to strike,0
3117,revising notice of motion re: refusals,1
3118,reviewing factum re: injunction,0
3119,briefing order re: motion to strike,1
3120,reviewing order re: summary judgment,0
3121,drafting memorandum re: summary judgment,1
3122,preparing motion record re: summary judgment,0
3123,revising compendium re: summary judgment,1
3124,analyzing memorandum re: summary judgment,0
3125,researching memorandum re: summary judgment,0
3126,editing motion record re: summary judgment,1
3127,attending to motion record re: enforcing foreign judgment,0
3128,researching compendium re: enforcing foreign judgment,0
3129,revising motion record re: motion to strike,1
3130,attending to factum re: injunction,0
3131,analyzing factum re: summary judgment,0
3132,attending to notice of motion re: injunction,0
3133,finalizing order re: refusals,0
3134,attending to motion record re: enforcing foreign judgment,0
3135,drafting memo re: motion to strike,1
3136,reviewing memo re: summary judgment,0
3137,analyzing memorandum re: disqualifying expert,0
3138,briefing memo re: refusals,1
3139,preparing order re: enforcing foreign judgment,0
3140,writing memo re: refusals,1
3141,revising analysis re: injunction,1
3142,reviewing memo re: injunction,0
3143,preparing factum re: summary judgment,0
3144,attending to motion record re: injunction,0
3145,preparing affidavit re: injunction,0
3146,drafting notice of motion re: disqualifying expert,1
3147,drafting notice of motion re: motion to strike,1
3148,analyzing notice of motion re: summary judgment,0
3149,briefing motion record re: disqualifying expert,1
3150,preparing book of authority re: motion to strike,0
3151,editing order re: summary judgment,1
3152,attending to affidavit re: summary judgment,0
3153,preparing affidavit re: disqualifying expert,0
3154,revising notice of motion re: refusals,1
3155,finalizing motion record re: motion to strike,0
3156,analyzing motion record re: disqualifying expert,0
3157,drafting compendium re: summary judgment,1
3158,briefing analysis re: motion to strike,1
3159,preparing factum re: summary judgment,0
3160,analyzing memo re: disqualifying expert,0
3161,analyzing motion record re: motion to strike,0
3162,writing motion record re: disqualifying expert,1
3163,drafting memo re: summary judgment,1
3164,writing factum re: summary judgment,1
3165,analyzing compendium re: motion to strike,0
3166,preparing compendium re: summary judgment,0
3167,reviewing motion record re: refusals,0
3168,analyzing affidavit re: motion to strike,0
3169,briefing motion record re: refusals,1
3170,preparing analysis re: motion to strike,0
3171,proofing memo re: summary judgment,0
3172,reviewing motion record re: summary judgment,0
3173,briefing notice of motion re: refusals,1
3174,reviewing notice of motion re: refusals,0
3175,drafting factum re: disqualifying expert,1
3176,finalizing notice of motion re: disqualifying expert,0
3177,preparing order re: disqualifying expert,0
3178,proofing book of authority re: injunction,0
3179,writing analysis re: enforcing foreign judgment,1
3180,editing factum re: motion to strike,1
3181,revising compendium re: enforcing foreign judgment,1
3182,researching motion record re: disqualifying expert,0
3183,preparing book of authority re: disqualifying expert,0
3184,researching memo re: disqualifying expert,0
3185,analyzing factum re: injunction,0
3186,preparing affidavit re: summary judgment,0
3187,writing affidavit re: injunction,1
3188,proofing motion record re: enforcing foreign judgment,0
3189,analyzing motion record re: enforcing foreign judgment,0
3190,briefing affidavit re: refusals,1
3191,preparing order re: enforcing foreign judgment,0
3192,briefing order re: refusals,1
3193,attending to analysis re: disqualifying expert,0
3194,revising memo re: injunction,1
3195,revising memo re: disqualifying expert,1
3196,writing memorandum re: summary judgment,1
3197,briefing compendium re: enforcing foreign judgment,1
3198,finalizing order re: injunction,0
3199,preparing motion record re: refusals,0
3200,finalizing factum re: injunction,0
3201,analyzing memorandum re: injunction,0
3202,drafting memorandum re: summary judgment,1
3203,attending to book of authority re: refusals,0
3204,writing memo re: injunction,1
3205,proofing order re: motion to strike,0
3206,preparing factum re: refusals,0
3207,writing book of authority re: refusals,1
3208,finalizing affidavit re: refusals,0
3209,drafting memo re: injunction,1
3210,attending to affidavit re: refusals,0
3211,analyzing analysis re: disqualifying expert,0
3212,editing affidavit re: injunction,1
3213,proofing factum re: disqualifying expert,0
3214,drafting order re: injunction,1
3215,writing book of authority re: motion to strike,1
3216,reviewing affidavit re: enforcing foreign judgment,0
3217,drafting book of authority re: summary judgment,1
3218,analyzing notice of motion re: injunction,0
3219,finalizing order re: refusals,0
3220,drafting notice of motion re: motion to strike,1
3221,editing motion record re: refusals,1
3222,researching book of authority re: refusals,0
3223,writing analysis re: enforcing foreign judgment,1
3224,reviewing book of authority re: summary judgment,0
3225,briefing motion record re: motion to strike,1
3226,researching book of authority re: motion to strike,0
3227,writing notice of motion re: enforcing foreign judgment,1
3228,researching compendium re: enforcing foreign judgment,0
3229,revising affidavit re: enforcing foreign judgment,1
3230,drafting memo re: summary judgment,1
3231,writing memo re: enforcing foreign judgment,1
3232,analyzing notice of motion re: motion to strike,0
3233,analyzing order re: injunction,0
3234,attending to affidavit re: injunction,0
3235,revising memorandum re: motion to strike,1
3236,attending to analysis re: motion to strike,0
3237,finalizing compendium re: disqualifying expert,0
3238,drafting memorandum re: motion to strike,1
3239,proofing memo re: refusals,0
3240,revising memo re: disqualifying expert,1
3241,attending to motion record re: motion to strike,0
3242,researching book of authority re: disqualifying expert,0
3243,researching compendium re: injunction,0
3244,drafting memorandum re: refusals,1
3245,reviewing affidavit re: disqualifying expert,0
3246,proofing motion record re: motion to strike,0
3247,proofing analysis re: enforcing foreign judgment,0
3248,preparing book of authority re: disqualifying expert,0
3249,drafting compendium re: enforcing foreign judgment,1
3250,editing factum re: disqualifying expert,1
3251,reviewing motion record re: injunction,0
3252,writing analysis re: enforcing foreign judgment,1
3253,analyzing memo re: enforcing foreign judgment,0
3254,editing affidavit re: injunction,1
3255,drafting affidavit re: disqualifying expert,1
3256,finalizing notice of motion re: summary judgment,0
3257,finalizing notice of motion re: refusals,0
3258,preparing factum re: motion to strike,0
3259,analyzing memorandum re: disqualifying expert,0
3260,editing motion record re: enforcing foreign judgment,1
3261,revising memorandum re: summary judgment,1
3262,preparing motion record re: enforcing foreign judgment,0
3263,researching order re: motion to strike,0
3264,revising affidavit re: disqualifying expert,1
3265,preparing book of authority re: injunction,0
3266,analyzing affidavit re: disqualifying expert,0
3267,writing motion record re: injunction,1
3268,analyzing memo re: disqualifying expert,0
3269,preparing affidavit re: enforcing foreign judgment,0
3270,attending to analysis re: summary judgment,0
3271,analyzing factum re: injunction,0
3272,briefing order re: enforcing foreign judgment,1
3273,researching memorandum re: injunction,0
3274,revising affidavit re: enforcing foreign judgment,1
3275,reviewing notice of motion re: summary judgment,0
3276,attending to memorandum re: disqualifying expert,0
3277,writing memo re: motion to strike,1
3278,researching analysis re: enforcing foreign judgment,0
3279,finalizing analysis re: summary judgment,0
3280,writing notice of motion re: refusals,1
3281,analyzing memorandum re: summary judgment,0
3282,revising memo re: enforcing foreign judgment,1
3283,analyzing notice of motion re: disqualifying expert,0
3284,analyzing book of authority re: summary judgment,0
3285,reviewing notice of motion re: motion to strike,0
3286,analyzing analysis re: enforcing foreign judgment,0
3287,writing affidavit re: summary judgment,1
3288,analyzing affidavit re: motion to strike,0
3289,editing memo re: injunction,1
3290,drafting compendium re: injunction,1
3291,briefing memo re: motion to strike,1
3292,proofing memo re: refusals,0
3293,reviewing book of authority re: enforcing foreign judgment,0
3294,proofing memorandum re: enforcing foreign judgment,0
3295,attending to notice of motion re: motion to strike,0
3296,finalizing memorandum re: disqualifying expert,0
3297,attending to order re: summary judgment,0
3298,writing memorandum re: enforcing foreign judgment,1
3299,analyzing memo re: motion to strike,0
3300,preparing analysis re: injunction,0
3301,preparing factum re: injunction,0
3302,attending to motion record re: enforcing foreign judgment,0
3303,editing motion record re: motion to strike,1
3304,finalizing compendium re: enforcing foreign judgment,0
3305,revising factum re: motion to strike,1
3306,preparing compendium re: injunction,0
3307,researching affidavit re: disqualifying expert,0
3308,researching factum re: refusals,0
3309,drafting compendium re: refusals,1
3310,drafting affidavit re: injunction,1
3311,reviewing order re: refusals,0
3312,proofing book of authority re: summary judgment,0
3313,editing analysis re: refusals,1
3314,drafting analysis re: motion to strike,1
3315,proofing notice of motion re: injunction,0
3316,analyzing memorandum re: motion to strike,0
3317,revising analysis re: injunction,1
3318,revising order re: motion to strike,1
